N,P,K,ph,temperature,humidity,rainfall,altitude_m,Zn,S,soil_moisture,label
0.3828,43.0,682.0,7.3,16.979166667125,10435.833335,30.153333336,32994.519581729415,4.7,10.0,0.73,Pulses
0.155,6.0,460.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.1,14.0,0.7,Major_Cereals
0.0,11.39372135124902,231.371365577029,7.195773907433859,17.882859082374154,9319.768367804887,18.052744673611308,33027.482367248456,1.045346225280107,5.364672389080704,0.6295341401625959,Cereals
0.1626082165245831,2.6525598760251756,235.2907322056903,4.998684016380443,20.019523737402544,11021.478926352458,26.19423076149537,32905.328642066925,0.811532138989357,18.08752201963301,0.6982490221849699,Cereals
0.26658316770119017,8.249538932203228,469.49630746324857,5.780165968704968,19.86745464224758,11746.92403110069,34.54387629995262,32872.28276937055,3.543808131071569,12.400218498044062,0.732393778350109,Specialty
0.154,2.0,384.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.7,11.0,0.7,Major_Cereals
0.179883668,8.0,133.0,6.0,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.9,13.0,0.73,Pulses
0.1718,2.0,103.0,5.0,19.975833332875,11013.333334,26.873333333,32909.59841822012,0.7,18.0,0.7,Major_Cereals
0.1389,7.0,170.0,6.2,21.007083333375,11215.000001,22.426666671,32846.778606085936,1.2,9.0,0.55,Major_Cereals
0.024,2.0,359.0,7.9,16.695000000375,9474.999999,21.486666663,33042.082321614136,0.7,6.0,0.74,Major_Cereals
0.16,4.0,450.0,5.78,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.1,7.0,0.74,Major_Cereals
0.260151402,12.95,321.5,6.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,3.27,5.29,0.73,Major_Cereals
0.134622792,139.0,871.0,6.9,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,5.5,11.0,0.63,Pulses
0.15646939291543127,0.762455967880886,282.66982104521344,4.890714428010498,19.13248208053192,10490.27407479592,23.857054957413787,32959.12588268824,1.2466230478803895,18.921000562278536,0.6992987741014661,Specialty
0.207024612,2.0,303.0,5.3,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.0,23.0,0.73,Cereals
0.19363268114415588,10.602761825547136,419.9904450931275,5.820750239669555,17.979829747440704,9277.368386053675,17.825209261740973,33023.847693803866,1.650135653168977,10.147564337500867,0.6306896206414923,Cereals
0.17,21.0,1007.0,5.67,16.979166667125,10435.833335,30.153333336,32994.519581729415,3.7,11.0,0.73,Specialty
0.1987,5.0,722.0,6.4,19.813333332875,11714.16666575,34.526666663,32877.213548060194,3.3,9.0,0.73,Major_Cereals
0.250293402,28.0,203.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.3,10.0,0.77,Major_Cereals
0.16,1.0,272.0,6.37,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.5,9.0,0.63,Cereals
0.20062800964030303,16.13581343360079,627.9637971637557,5.405937487168549,19.331273606563418,10486.042893032807,24.111852316923386,32962.46541097957,3.324319691261741,10.106246027547726,0.6993359138389754,Cereals
0.11532033616420362,1.4106350181660996,442.1317640728584,6.005437442013638,19.932273671912014,11634.489609077133,34.93475375170645,32871.90192056073,1.4918674011474014,7.714991989351024,0.7264173485107721,Specialty
0.1334371192955011,1.6126368540624498,159.17248125509545,5.141109656886349,20.012133857326553,10991.768472367483,26.756633706478095,32907.22569096778,0.7082314877781738,23.67334009210653,0.7033704919729481,Cereals
0.11436395670442688,2.623465575832819,143.40714183341927,5.536797945298383,19.265647332526616,10509.878915902545,24.37490495265093,32959.639453645,1.3825878575978772,14.669307893318615,0.6964722798698947,Cereals
0.1963,1.0,116.0,5.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.1,18.0,0.73,Major_Cereals
0.2017,2.0,340.0,5.3,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.6,14.0,0.7,Major_Cereals
0.1728701628332029,2.264293962144171,158.4704107434246,5.186645089703491,20.07251722382276,11011.460623534085,26.983209156349528,32902.47948292171,1.009405026779572,15.15728555206754,0.7019141015234927,Specialty
0.2279,21.0,642.0,5.3,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.3,18.0,0.73,Cereals
0.22096441519471063,45.63291181896826,420.31477700495714,5.3152327266055455,16.85044195899465,10280.731305664038,30.185826258430307,33017.801994000365,2.6766341769144066,12.103179736245062,0.7693727392062618,Specialty
0.22,11.6,414.0,5.59,19.236250000374994,10472.5,24.306666666,32957.289113476414,3.51,11.3,0.7,Major_Cereals
0.000261711,63.0,690.0,7.1,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,2.7,8.0,0.63,Major_Cereals
0.11960574322426028,2.402581316343021,103.55329680810551,5.43797039318424,17.068774224708395,10446.331235152136,29.983200950493995,32995.948823765735,1.1660868853979836,14.880970813054482,0.7249298047931516,Specialty
0.16904769790435012,4.259907939185375,165.71970083756375,4.869622947798737,20.072666022366874,11000.34461316319,27.29696161825932,32911.370761611695,1.1295001022193838,16.042421826290514,0.7046850375027228,Cereals
0.1339,27.0,462.0,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,3.5,9.0,0.77,Major_Cereals
0.1636,6.0,219.0,5.3,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.4,9.0,0.74,Specialty
0.16,10.0,311.0,5.52,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,2.7,19.0,0.63,Major_Cereals
0.250293402,10.0,628.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.4,13.0,0.77,Major_Cereals
0.18828385762378605,1.4328687458711293,381.86968905475544,4.6752534498441545,19.321413957571128,10547.51399453101,24.3386523132627,32952.16686599775,1.314540753312901,15.10761873668145,0.7008324867314947,Cereals
0.1369,2.0,152.0,5.2,20.393750000375,10025.0,13.626666667,32909.064359184056,1.3,17.0,0.62,Major_Cereals
0.110631325,7.0,180.0,7.2,20.6466666675,9541.6666675,15.139999997,32934.81990583392,1.1,8.0,0.52,Major_Cereals
0.156888135,0.7,398.0,6.62,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.0,5.1,0.77,Major_Cereals
0.09,2.05,195.0,6.23,19.975833332875,11013.333334,26.873333333,32909.59841822012,0.58,7.75,0.7,Major_Cereals
0.18,23.0,171.0,5.98,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,0.9,7.0,0.63,Pulses
0.0808,2.08,219.56,5.6,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.63,10.86,0.63,Major_Cereals
0.2184,2.0,413.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.6,9.0,0.77,Major_Cereals
0.232567949,3.9,489.0,5.55,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.5,13.3,0.73,Major_Cereals
0.1539,4.0,348.0,5.8,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.3,11.0,0.74,Specialty
0.12,8.53,657.0,6.61,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.02,13.1,0.74,Major_Cereals
0.18607791178014293,5.7914052646063165,443.289463029754,5.185666704514631,19.827148035268802,11729.630595811215,34.7342726901311,32871.93082279904,1.7556591825848007,20.737804164125276,0.7318670066894831,Specialty
0.1436,4.0,236.0,5.2,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.3,14.0,0.63,Major_Cereals
0.107446046,1.2,205.0,5.58,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.2,10.0,0.77,Major_Cereals
0.0,23.651699511241212,411.07887662277227,7.049865113963061,17.94436546234683,9297.110085306604,17.936594554587696,33027.73289675561,2.285065133715297,7.443652484490836,0.630574835523953,Cereals
0.12,5.36,146.0,5.12,20.393750000375,10025.0,13.626666667,32909.064359184056,0.77,8.9,0.62,Cereals
0.1666,4.0,233.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.7,9.0,0.77,Major_Cereals
0.2021,1.0,327.0,4.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.5,20.0,0.73,Major_Cereals
0.2518,12.339,85.279,5.72,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.841,21.425,0.65,Major_Cereals
0.19890058,4.0,309.0,5.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.3,24.0,0.73,Specialty
0.2713,2.0,448.0,5.8,20.393750000375,10025.0,13.626666667,32909.064359184056,2.2,11.0,0.62,Pulses
0.1846,11.0,381.0,6.5,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.1,9.0,0.74,Major_Cereals
0.23,16.899,237.341,5.61,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.708,13.733,0.69,Major_Cereals
0.23,244.957,938.826,6.11,16.512916666625,10024.1666665,22.84333333,33028.36600453157,5.276,20.991,0.73,Major_Cereals
0.1602,3.0,143.0,5.1,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.2,10.0,0.77,Major_Cereals
0.16,2.0,343.0,7.7,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.8,5.0,0.74,Major_Cereals
0.150630657,2.0,123.0,6.01,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.4,7.0,0.77,Major_Cereals
0.16,2.0,218.0,5.41,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,2.3,20.0,0.8,Specialty
0.2514,28.0,261.0,5.4,16.695000000375,9474.999999,21.486666663,33042.082321614136,3.7,15.0,0.74,Major_Cereals
0.178,1.0,84.0,5.0,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.4,18.0,0.7,Major_Cereals
0.164,4.0,268.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.2,14.0,0.7,Major_Cereals
0.23,6.988,234.671,5.93,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.925432,11.54,0.69,Major_Cereals
0.226,3.0,130.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,0.8,15.0,0.7,Major_Cereals
0.1177,1.0,259.0,6.1,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.4,7.0,0.77,Major_Cereals
0.26,4.52,230.0,5.4,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.34,12.8,0.73,Major_Cereals
0.18620256906494945,1.78996344750538,227.32053436667502,5.963365054203013,19.820865669651813,11731.722737185824,34.55180601486162,32877.93603590017,1.2317500112598128,5.646240781709987,0.7265170876016052,Specialty
0.2349277204238196,4.124392863008129,672.8094512293821,5.933677513987625,17.49389988348298,10693.556903205616,34.54240373541579,32990.2485499286,1.9130262834137368,14.019580773920348,0.7960968081294375,Cereals
0.2289,3.0,125.0,6.1,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.0,8.0,0.77,Major_Cereals
0.2269,2.0,414.0,4.9,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.5,15.0,0.73,Pulses
0.18,7.63,353.0,7.96,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.52,14.6,0.74,Major_Cereals
0.2019153781915055,2.0210005126892034,293.8182041605003,5.372208350254349,17.402199586416128,10669.226708768327,34.650977429408734,32991.48934126244,1.349819846762673,10.168220433004604,0.7989250944808375,Cereals
0.1116,3.0,348.0,5.6,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.3,9.0,0.7,Major_Cereals
0.284,3.127,180.173,5.3,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.708,11.82,0.69,Major_Cereals
0.1895,3.0,157.0,5.3,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.8,16.0,0.73,Major_Cereals
0.16,7.0,339.0,5.59,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.6,13.0,0.63,Major_Cereals
0.23031621935111687,1.179585230748496,283.0985333587218,6.690975559851453,16.720289267881885,10220.991685601894,30.48522714042467,33021.229711084154,1.1962605243508726,5.347575374671321,0.7713853148986073,Specialty
0.14958835487356403,2.839808164656173,226.62436034132352,5.502330921415307,16.90397555527958,10425.005284824287,30.090577125560745,32996.06805417738,1.9076301026088847,10.573188353148618,0.729198060125973,Specialty
0.1836,3.0,238.0,5.4,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.6,12.0,0.74,Major_Cereals
0.21,2.04,389.0,5.11,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.9,13.7,0.73,Major_Cereals
0.1638,4.0,922.0,5.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,5.7,14.0,0.73,Major_Cereals
0.16,15.5,416.0,6.72,21.62000000125,10986.66666575,21.233333337,32875.36717697199,0.72,5.5,0.65,Major_Cereals
0.000261711,50.0,189.0,7.1,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,2.2,7.0,0.63,Major_Cereals
0.0785,21.2,182.0,5.9,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.1,4.2,0.77,Major_Cereals
0.11468149365791169,4.525703200461541,366.64116615709463,7.1862760856893795,19.680968135659242,11656.60399360452,34.722956890874215,32879.87870301601,1.4212809009287162,4.687671656030661,0.7284341046726581,Cereals
0.214515774,10.6,840.0,5.89,19.813333332875,11714.16666575,34.526666663,32877.213548060194,6.1,11.7,0.73,Major_Cereals
0.22603461608539516,4.360347668371709,382.5180196647802,5.260867317102629,19.98283671822782,11051.432637784113,27.026508682617177,32904.9287978784,1.863403337494561,13.983779476752305,0.7011323872461785,Cereals
0.253708879,6.0,172.0,6.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.6,19.0,0.73,Major_Cereals
0.156888135,1.2,245.0,6.62,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.3,12.7,0.77,Cereals
0.2289,1.82,58.78,5.28,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,0.95,6.73,0.8,Major_Cereals
0.1494,4.0,217.0,4.91,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,3.7,31.0,0.63,Major_Cereals
0.118456249,6.84,186.4,6.0,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.15,5.71,0.73,Major_Cereals
0.178,2.0,149.0,4.7,19.975833332875,11013.333334,26.873333333,32909.59841822012,0.7,19.0,0.7,Major_Cereals
0.2289,24.0,320.0,5.85,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.8,6.0,0.77,Major_Cereals
0.18,2.0,285.0,6.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.7,10.0,0.73,Major_Cereals
0.1108739337923892,2.036298863863937,440.68059138821206,5.988199731994423,19.80087252299486,11726.361885307258,34.508001078634194,32878.038669994756,1.4743547828870156,7.658791527787281,0.7326462864931517,Specialty
0.083567161,1.1,207.0,6.06,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.1,7.3,0.77,Major_Cereals
0.000261711,2.0,283.0,5.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.6,16.0,0.73,Major_Cereals
0.201655595252075,0.9178973135532715,102.27302944586708,5.365177721188928,17.4406001714471,10685.867048584436,34.40283022045352,32983.111113205734,1.1447164559712528,14.587850663538719,0.7988769040459793,Cereals
0.16,6.54,124.0,6.07,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.43,9.25,0.73,Major_Cereals
0.26,1.65,430.0,5.16,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.61,14.3,0.7,Major_Cereals
0.160814893961368,1.282320826885258,218.05511769854434,5.924893670805795,20.4333473140511,10025.450904516634,13.49132838196105,32910.690535513226,1.857155621176496,7.98863127299267,0.6178902892510294,Specialty
0.19,2.07,163.0,4.62,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.83,26.5,0.73,Major_Cereals
0.16,7.0,392.0,5.52,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,4.0,15.0,0.63,Major_Cereals
0.11882365159475342,5.895730513898616,64.65210465574548,5.30235021290132,16.860106767580007,10241.899554323189,30.058571947134816,33023.084609619706,1.0578304699005072,11.046990574918464,0.7674896318054416,Specialty
0.076,11.0,89.0,6.5,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.0,7.0,0.77,Major_Cereals
0.23,1.505,149.357,6.06,16.512916666625,10024.1666665,24.916666663,33028.36600453157,0.754669,11.35,0.73,Major_Cereals
0.17,4.0,250.0,5.67,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.2,7.0,0.73,Major_Cereals
0.09276342309084312,27.21675898416236,526.3693610915005,7.586782741515564,16.698122867141276,9455.011285816865,21.451657671559268,33045.54904351372,1.4524361847190275,9.059131035003663,0.739927459877108,Cereals
0.3693,3.28,60.769,6.34,13.937083334125,8595.00000075,13.153333333,33109.44596671493,1.683,11.85,0.65,Major_Cereals
0.1184,3.0,262.0,5.9,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.3,8.0,0.77,Major_Cereals
0.250293402,11.14,284.58,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.63,7.61,0.77,Major_Cereals
0.250293402,25.0,595.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.3,7.0,0.77,Major_Cereals
0.1544,33.0,397.0,5.3,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.9,9.0,0.74,Major_Cereals
0.24578432541868986,4.3585064124561885,163.17982064975868,5.211015606059756,19.239679193970325,10441.48082404917,24.417426924588987,32955.371792566955,2.166544187892054,6.436149841674035,0.6982049072896094,Specialty
0.16,1.0,259.0,6.56,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,0.8,6.0,0.63,Specialty
0.2347,3.0,361.0,5.0,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.4,16.0,0.73,Major_Cereals
0.21,3.0,247.0,5.39,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.1,13.0,0.7,Cereals
0.23,6.382,401.063,5.34,16.512916666625,10024.1666665,24.916666663,33028.36600453157,2.433,13.069,0.73,Major_Cereals
0.2451,5.0,514.0,5.3,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,3.1,12.0,0.8,Major_Cereals
0.16,21.7,177.0,8.18,20.393750000375,10025.0,13.626666667,32909.064359184056,2.9,14.0,0.62,Cereals
0.22,1.64,246.0,5.52,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.33,9.85,0.7,Major_Cereals
0.250347819,2.0,246.0,5.6,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.7,11.0,0.73,Major_Cereals
0.207,22.0,772.0,5.8,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.3,9.0,0.74,Major_Cereals
0.1262,2.0,91.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,27.0,0.7,Cereals
0.2289,9.0,342.0,6.74,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.8,6.0,0.77,Major_Cereals
0.1684,4.0,598.0,5.8,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.3,13.0,0.7,Major_Cereals
0.1908,4.0,284.0,5.3,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.3,13.0,0.74,Major_Cereals
0.250293402,2.0,81.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.1,15.0,0.77,Major_Cereals
0.3112,9.0,338.0,6.2,13.937083334125,8595.00000075,13.153333333,33109.44596671493,3.5,7.0,0.65,Major_Cereals
0.183923547,6.97,238.3,5.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.34,18.68,0.73,Major_Cereals
0.21567219,6.8,806.0,5.76,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.3,2.3,0.73,Major_Cereals
0.2501703209546339,4.894256270979706,159.7809167513308,5.170265251941246,19.985484625466036,11035.736690300078,26.54185090203857,32909.40964672492,2.5067739323909377,8.177277765903415,0.6979280562676264,Specialty
0.16,87.5,637.0,6.91,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.37,11.5,0.74,Major_Cereals
0.1335,2.0,365.0,5.7,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.3,6.0,0.7,Major_Cereals
0.2289,2.0,145.0,5.44,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.0,10.0,0.77,Major_Cereals
0.123,2.0,200.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,0.9,20.0,0.7,Major_Cereals
0.260151402,2.0,281.0,6.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.8,8.0,0.73,Major_Cereals
0.1821,15.0,405.0,6.2,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.9,10.0,0.74,Major_Cereals
0.06232887087208546,3.0826599115339164,423.9468592629068,7.111389229565756,16.63978556525812,9426.768843994223,21.52961313104513,33045.1223483962,1.5528817630435152,7.92409423039992,0.737919830837592,Cereals
0.1885859040758403,3.2031699766155635,275.61550168352886,5.022842891270404,19.902413303711473,10995.857380268964,26.739774068781802,32914.6781987975,2.9037323550079264,14.746723667417186,0.6961745983885509,Cereals
0.06516800367372738,4.46885598101564,435.5343270147412,7.1183422922529305,16.710307482381236,9495.006813022972,21.40702050877959,33039.35097464341,1.236751524340995,7.783975656353446,0.7367669742196162,Cereals
0.1679,57.619,107.897,5.41,13.937083334125,8595.00000075,13.153333333,33109.44596671493,4.305,11.321,0.65,Major_Cereals
0.12,5.24,328.0,7.83,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.71,9.77,0.73,Major_Cereals
0.23,7.153,411.428,6.0,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.636,22.523,0.69,Pulses
0.0785,3.0,241.0,5.9,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.0,4.0,0.7,Major_Cereals
0.4818,39.0,276.0,5.9,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.0,7.0,0.74,Pulses
0.0969,1.0,121.0,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.7,13.0,0.77,Major_Cereals
0.10946399817038797,73.39815767509062,1046.6775579895238,7.212235173515013,20.5718242896039,9536.293571946479,15.423408953734652,32936.370241126504,5.34316894532194,20.116784680757018,0.5232222404003524,Cereals
0.1867,8.0,407.0,6.2,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.4,7.0,0.74,Major_Cereals
0.1935,2.0,351.0,5.3,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.2,16.0,0.7,Specialty
0.1639,2.0,266.0,5.69,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.3,10.0,0.73,Major_Cereals
0.1192,2.0,288.0,5.2,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.7,15.0,0.63,Major_Cereals
0.20700802831789744,1.5993133142271858,273.64517202591986,5.278202770524758,17.007621772318668,10412.92525985086,29.951749207822093,32995.696906217694,1.4068969163915006,14.160540258329767,0.7330215495419843,Cereals
0.2053603935091343,2.122635618293215,96.13075833061743,5.259909907976484,19.922928317668138,11028.693897009443,27.249958979495663,32905.26614891152,1.062644828956196,15.797890729197148,0.7024650711410718,Cereals
0.0969,2.0,195.0,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.9,9.0,0.77,Major_Cereals
0.2017,2.0,181.0,5.3,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,1.3,17.0,0.8,Cereals
0.2518,26.587,208.6,7.37,13.937083334125,8595.00000075,13.153333333,33109.44596671493,3.63,22.17,0.65,Major_Cereals
0.142993505,1.1,175.0,5.95,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.2,11.1,0.73,Major_Cereals
0.1638,1.0,216.0,5.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.1,16.0,0.73,Major_Cereals
0.1471,6.0,138.0,5.3,20.393750000375,10025.0,13.626666667,32909.064359184056,1.9,17.0,0.62,Major_Cereals
0.2375,7.469,325.68,5.73,13.937083334125,8595.00000075,13.153333333,33109.44596671493,4.72,24.413,0.65,Major_Cereals
0.18424221310153405,0.6624462264486259,185.38546857507538,5.511707645772083,19.865316301440465,11738.71748123559,34.509990829825654,32879.55966530715,1.8561725642701878,12.322215035182086,0.7303861509953116,Cereals
0.250293402,6.0,154.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.2,5.0,0.77,Major_Cereals
0.195910715,9.0,421.0,5.8,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.6,10.0,0.63,Cereals
0.2342,26.0,336.0,6.6,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.5,10.0,0.65,Pulses
0.16,2.0,424.0,6.95,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.2,5.0,0.74,Pulses
0.2344,4.0,564.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,3.3,10.0,0.7,Major_Cereals
