N,P,K,ph,temperature,humidity,rainfall,altitude_m,Zn,S,soil_moisture,label
0.2174,107.0,505.0,5.6,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.6,11.0,0.65,Barley
0.2437,6.0,115.0,5.6,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.6,8.0,0.65,Barley
0.1572,48.0,271.0,5.4,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.3,9.0,0.65,Barley
0.171,4.0,401.0,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.0,5.0,0.65,Barley
0.2482,6.0,450.0,5.7,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.6,10.0,0.65,Barley
0.2142,5.0,106.0,5.4,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.2,10.0,0.65,Barley
0.1693,7.0,336.0,6.2,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.9,8.0,0.65,Barley
0.1218,2.0,326.0,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,0.9,8.0,0.65,Barley
0.2287,5.0,454.0,6.0,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.8,8.0,0.65,Barley
0.2333,8.0,276.0,5.5,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.2,11.0,0.65,Barley
0.2385,8.0,82.0,5.4,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.3,19.0,0.65,Barley
0.197,85.0,520.0,6.0,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.2,9.0,0.65,Barley
0.2918,6.0,272.0,6.5,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.0,12.0,0.65,Barley
0.23,25.574,298.895,5.72,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.605,14.326,0.69,Barley
0.2116,2.0,353.0,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.7,5.0,0.65,Barley
0.4366,4.0,112.0,5.5,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.0,6.0,0.65,Barley
0.3835,6.0,155.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.9,11.0,0.65,Barley
0.3112,9.0,338.0,6.2,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.5,7.0,0.65,Barley
0.3332,18.0,445.0,5.7,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.1,10.0,0.65,Barley
0.2485,5.0,259.0,6.2,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.8,9.0,0.65,Barley
0.23,7.282,104.592,5.89,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.11,11.137,0.69,Barley
0.4052,34.0,382.0,5.7,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.0,14.0,0.65,Barley
0.3525,13.0,330.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.1,8.0,0.65,Barley
0.2667,5.0,350.0,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.3,9.0,0.65,Barley
0.3302,3.0,258.0,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.8,11.0,0.65,Barley
0.3736,5.0,227.0,6.4,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.5,12.0,0.65,Barley
0.23,5.885,105.534,6.15,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.559253,13.458,0.69,Barley
0.284,5.05,90.077,5.53,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,3.265,11.474,0.69,Barley
0.23,1.559,127.07,5.71,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.129,10.983,0.69,Barley
0.284,2.0,108.0,6.0,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.9,5.0,0.65,Barley
0.1618,4.0,176.0,6.3,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.3,8.0,0.65,Barley
0.2234,7.0,143.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.1,9.0,0.65,Barley
0.2927,46.0,354.0,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.9,7.0,0.65,Barley
0.2764,6.0,272.0,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.5,7.0,0.65,Barley
0.3056,5.0,149.0,6.2,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.1,10.0,0.65,Barley
0.1778,8.0,199.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.0,8.0,0.65,Barley
0.23,2.055,142.876,5.65,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.729,14.182,0.69,Barley
0.23,7.49,87.688,6.58,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.588125,15.738,0.69,Barley
0.284,4.267,77.649,5.44,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.002,17.644,0.65,Barley
0.2291,3.0,189.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.8,8.0,0.65,Barley
0.1575,8.0,241.0,6.6,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.4,9.0,0.65,Barley
0.2921,27.0,223.0,5.5,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.9,6.0,0.65,Barley
0.2719,149.0,541.0,6.0,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,6.0,7.0,0.65,Barley
0.3093,3.0,173.0,6.2,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.9,7.0,0.65,Barley
0.2741,4.0,184.0,5.6,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.5,5.0,0.65,Barley
0.2375,5.0,426.0,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.6,9.0,0.65,Barley
0.3132,6.0,126.0,5.7,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.0,12.0,0.65,Barley
0.2171,40.0,410.0,6.0,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.3,13.0,0.65,Barley
0.2992,8.0,400.0,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.9,12.0,0.65,Barley
0.23,6.59,145.527,5.78,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.35,11.18,0.69,Barley
0.284,2.586,109.74,5.17,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.688,10.666,0.69,Barley
0.23,2.35,176.215,6.0,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.312,12.416,0.69,Barley
0.1679,90.0,344.0,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.6,11.0,0.65,Barley
0.2992,7.375,246.058,5.67,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.959,19.396,0.65,Barley
0.23,5.241,281.322,5.36,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.403,18.04,0.69,Barley
0.284,8.902,254.987,5.56,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.811,12.475,0.69,Barley
0.23,8.898,310.09,5.56,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.489,17.464,0.65,Barley
0.2375,16.098,131.747,5.62,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.358,19.507,0.65,Barley
0.23,7.103,316.18,5.3,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,4.045,23.1,0.69,Barley
0.1679,8.462,82.48,5.75,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.52,21.88,0.65,Barley
0.23,6.197,360.591,5.26,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,3.644,15.852,0.69,Barley
0.23,56.046,701.198,5.45,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,4.109,18.966,0.69,Barley
0.2992,10.201,284.279,5.53,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.244,21.189,0.65,Barley
0.23,2.901,223.778,5.3,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.237,15.243,0.69,Barley
0.1679,3.318,90.692,5.64,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.385,5.141,0.65,Barley
0.23,129.258,930.028,6.75,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.142,21.474,0.69,Barley
0.1679,9.679,41.134,5.75,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.357,15.121,0.65,Barley
0.284,9.139,187.123,6.0,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.945045,12.3,0.69,Barley
0.284,2.219,112.914,5.95,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.056,9.362,0.69,Barley
0.2375,12.954,172.263,5.41,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.052,22.062,0.65,Barley
0.1679,6.996,92.034,5.9,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.577,19.771,0.65,Barley
0.23,2.917,180.743,5.47,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.853,13.891,0.69,Barley
0.2518,7.549,241.465,5.79,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.424,20.191,0.65,Barley
0.1679,7.325,55.537,6.1,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.456,21.366,0.65,Barley
0.1679,57.619,107.897,5.41,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.305,11.321,0.65,Barley
0.1679,83.131,311.258,5.3,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,4.003,10.095,0.69,Barley
0.23,3.805,198.994,5.14,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,3.649,18.844,0.69,Barley
0.2518,6.146,230.77,5.61,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.862,21.528,0.65,Barley
0.2518,7.077,255.9,5.99,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.41,19.21,0.65,Barley
0.2375,85.046,293.087,5.58,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,5.835,23.077,0.65,Barley
0.23,1.938,211.631,5.48,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.061,12.028,0.69,Barley
0.23,1.635,204.747,5.2,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,3.623,11.141,0.69,Barley
0.2518,7.526,166.837,5.65,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.313,17.287,0.65,Barley
0.2518,5.142,202.71,5.71,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.762,23.953,0.65,Barley
0.2518,5.563,220.316,5.54,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.831,18.091,0.65,Barley
0.1679,8.079,126.231,5.5,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.26,14.243,0.65,Barley
0.2375,5.025,120.928,5.59,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.529,21.565,0.65,Barley
0.23,4.401,221.783,5.3,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,3.596,13.477,0.69,Barley
0.1679,1.829,86.644,5.92,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.948,15.884,0.65,Barley
0.2518,6.925,190.019,5.54,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.836,16.826,0.65,Barley
0.2518,18.241,175.615,5.66,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.235,21.445,0.65,Barley
0.1679,9.72,406.375,5.34,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.949,11.172,0.65,Barley
0.23,1.377,170.739,5.37,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.767,8.275,0.69,Barley
0.2518,8.965,139.459,5.28,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.963,17.688,0.65,Barley
0.2518,6.233,148.977,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.582,18.205,0.65,Barley
0.2518,12.464,272.324,5.74,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.832,23.929,0.65,Barley
0.2518,12.339,85.279,5.72,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.841,21.425,0.65,Barley
0.23,16.611,398.658,6.05,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.865189,10.51,0.69,Barley
0.2375,9.753,212.903,5.97,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.795,22.56,0.65,Barley
0.1679,3.507,184.848,5.43,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.393,10.541,0.65,Barley
0.23,2.132,65.756,5.83,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,0.796804,9.006,0.65,Barley
0.2518,6.903,191.133,5.48,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.953,20.831,0.65,Barley
0.2518,23.373,507.187,5.97,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.22,25.198,0.65,Barley
0.2518,18.353,478.058,5.93,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.99,26.674,0.65,Barley
0.2375,8.707,122.677,5.41,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.302,18.02,0.65,Barley
0.23,1.074,59.367,5.35,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.013,11.528,0.69,Barley
0.2518,10.739,153.15,5.8,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.65,16.39,0.65,Barley
0.23,4.609,225.27,5.87,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.637,18.048,0.69,Barley
0.1679,3.646,125.693,5.75,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,1.156,11.449,0.65,Barley
0.23,453.48,1235.1,6.4,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,7.757,36.59,0.69,Barley
0.23,6.366,94.022,5.9,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.604535,11.238,0.69,Barley
0.23,2.327,157.397,5.25,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.335,14.07,0.69,Barley
0.2518,12.036,276.634,5.68,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.627,22.331,0.65,Barley
0.2375,8.243,199.565,6.05,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.528,18.691,0.65,Barley
0.23,42.895,383.306,5.92,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.321,13.209,0.69,Barley
0.2518,51.843,265.166,5.45,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,5.666,22.895,0.65,Barley
0.2375,7.469,325.68,5.73,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,4.72,24.413,0.65,Barley
0.2518,7.166,182.313,5.63,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.214,21.64,0.65,Barley
0.23,4.467,118.401,6.49,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.782,15.982,0.69,Barley
0.23,273.222,841.298,6.15,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.243,16.438,0.65,Barley
0.2375,9.861,184.737,5.7,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,3.057,21.324,0.65,Barley
0.2518,223.348,658.37,5.75,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,5.93,25.92,0.65,Barley
0.2518,9.547,241.936,5.75,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.082,22.557,0.65,Barley
0.23,1.281,105.739,5.34,13.937083334125001,8595.00000075,13.153333332999999,33109.44596671493,2.556,11.36,0.65,Barley
0.3215,7.0,820.0,5.7,19.813333332874997,11714.166665749999,34.526666663,32877.213548060194,2.7,15.0,0.73,Barley
0.2279,8.0,125.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,0.9,23.0,0.77,Barley
0.2279,7.0,92.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.2,22.0,0.77,Barley
0.2279,7.0,74.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.2,19.0,0.77,Barley
0.2279,4.0,101.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,0.9,8.0,0.77,Barley
0.2279,27.0,570.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,2.3,13.0,0.77,Barley
0.2279,8.0,114.0,5.3,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.2,18.0,0.77,Barley
0.1333,2.0,211.0,5.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.4,9.0,0.77,Barley
0.1333,4.0,231.0,5.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.0,16.0,0.77,Barley
0.1333,2.0,237.0,5.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.1,7.0,0.77,Barley
0.1209,2.0,251.0,6.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.8,10.0,0.77,Barley
0.1209,2.0,263.0,6.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,1.4,11.0,0.77,Barley
0.2255,16.0,135.0,5.4,16.8074999995,10235.000001749999,30.580000003000002,33021.116625328366,0.9,6.0,0.77,Barley
0.250293402,2.0,172.0,5.8,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.4,8.0,0.73,Barley
